candidate_id,area_ha,site_type,nfm_potential_raw,overlap_rofrs_pct,dist_built_up_km,n_built_up_within_5km,overlap_recorded_flood_pct,overlap_habitat_networks_pct,dist_phi_km,dist_recorded_restoration_km,overlap_built_up_pct,road_km_within,road_density_km_per_km2,overlap_protected_pct,protected_site_flag,score_default,rank_default,score_equal,rank_equal,score_exposure_heavy,rank_exposure_heavy,score_habitat_heavy,rank_habitat_heavy,composite_score,rank,band,top10_stability,data_confidence,data_confidence_note
C30,2.5824608013272754,Candidate Site,2.5824608013272754,0.0,0.09978061028150842,2,0.0,97.34039355509297,0.19462884245595147,2.895428318684796,0.0,0.0,0.0,0.0,None,0.4029911863914878,22,0.511505463680981,18,0.39338019573537575,20,0.4248461353514457,23,0.4029911863914878,22,Watch,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C05,44.10306763128738,Candidate Site,44.10306763128738,4.412167355627018,0.0,8,0.0,93.65534001388028,0.0,1.5509962115004607,55.97064010530141,4.5326634521265685,10.27743351102187,0.0,None,0.3831212391464516,23,0.4425353985774193,23,0.381699873716682,23,0.40683552486073726,24,0.3831212391464516,23,Watch,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C34,2.7448501612198424,Candidate Site,2.7448501612198424,0.0,3.2572912988237057,2,0.0,99.99999999999999,0.23670595339211448,3.072384993792295,0.0,0.04872089784387011,1.7749929862188905,0.0,None,0.36613914610083587,24,0.48513914610083586,21,0.2975654909041946,31,0.45042634480335864,18,0.36613914610083587,24,Watch,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C26,167.0602862319666,Candidate Site,167.0602862319666,0.0,2.474818603694085,2,0.0,99.99999732863536,0.0,0.6033695788315502,0.0,0.0,0.0,74.14359698769339,South Pennine Moors SSSI; South Pennine Moors,0.35701229956351105,25,0.3876960474293247,30,0.3199767180037645,26,0.4283319141718805,22,0.35701229956351105,25,Watch,0,Low,RoFRS flood-risk context (not scored) is incomplete for this candidate - falls in the acquisition gap. Does not affect the composite score.
C33,0.12495940264897867,Candidate Site,0.12495940264897867,0.0,3.2927732048059464,1,0.0,100.0,0.0,3.4000906844627017,0.0,0.0,0.0,0.0,None,0.3529663841655656,26,0.49253781273699415,19,0.28328907180776214,34,0.499894116213625,9,0.3529663841655656,26,Watch,1,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C06,1.4848475904340441,Candidate Site,1.4848475904340441,99.99967430504658,0.0,8,44.322954177593324,0.0,0.29345029365030856,1.4278100475251603,21.899409419302685,0.019580840633888385,1.3187104696829255,0.0,None,0.3431047880905437,27,0.38426988491281094,31,0.4557365253936958,11,0.23739050237625806,34,0.3431047880905437,27,Watch,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C27,85.4239551080921,Candidate Site,85.4239551080921,0.0,1.8561652528674473,3,0.0,99.99997612945647,0.0,0.0,0.0,2.3967857359759983,2.8057536471393774,0.0,None,0.32773872582117103,28,0.337738725821171,34,0.3163248184567307,28,0.38487180692127404,26,0.32773872582117103,28,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C09,2.8867287892346964,Candidate Site,2.8867287892346964,0.0,0.0,5,0.0,0.0,0.11254537441533106,6.408872241882327,43.7790775427809,0.35731819528883557,12.377962094027009,0.0,None,0.3235714285714285,29,0.41628571428571426,24,0.3272857142857143,24,0.27299999999999996,32,0.3235714285714285,29,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C12,5.446180495343172,Candidate Site,5.446180495343172,0.0,0.0,3,0.0,28.058603748372168,0.4910970310481371,2.117538919457472,7.967508129693934,0.3281747432103993,6.025777946416015,0.0,None,0.30001980311573073,30,0.361461576621456,33,0.3174417735057252,27,0.24487694597287357,33,0.30001980311573073,30,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C03,0.7657612455272667,Candidate Site,0.7657612455272667,0.0,0.0,7,0.0,3.7580257355780744,0.0,2.808832054959932,99.99998323097137,0.09914335918672394,12.947032742360651,0.0,None,0.29572731703371086,31,0.3976407664847562,28,0.30134202087961676,29,0.29315588846228224,31,0.29572731703371086,31,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C29,0.6429021206004891,Candidate Site,0.6429021206004891,0.0,0.0,2,0.0,14.438341190420854,0.0,2.782784224307269,73.89218169227848,0.10044552143198096,15.623765766733193,0.0,None,0.29556778264393485,32,0.3997558282160819,27,0.30133090271500423,30,0.30271063978679197,30,0.29556778264393485,32,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C04,0.07968345631978256,Candidate Site,0.07968345631978256,0.0,0.0,8,0.0,99.99972236021264,0.24107819072505335,2.6971737398787594,99.99972236021264,0.019223995961912262,24.125454454138218,0.0,None,0.28443011556536657,33,0.3954787640375157,29,0.29047721990072056,32,0.32185868699393805,29,0.28443011556536657,33,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C11,0.7665462681723139,Candidate Site,0.7665462681723139,0.0,0.0,4,0.0,20.111825214588592,0.6528846652178415,3.2066468769980534,99.9996729698231,0.08957408492734338,11.685411389571568,0.0,None,0.27728571428571425,34,0.3738571428571429,32,0.2885714285714286,33,0.2307142857142857,35,0.27728571428571425,34,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
C28,0.20915414194421478,Candidate Site,0.20915414194421478,0.0,2.3959539967796877,3,0.0,100.0,0.238912074212285,1.2160508470600648,0.0,0.0,0.0,0.0,None,0.2570465495763682,35,0.3262958635259894,35,0.23855401122129083,35,0.35443466097273646,28,0.2570465495763682,35,Weak,0,High,Full RoFRS flood-risk context coverage for this candidate. RoFRS is not a scored factor either way.
